region,price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,odometer_bins
los angeles,9500,1967,chevrolet,f-150,good,8,gas,automatic,rwd,sedan,50k-100k
others,35000,1970,chevrolet,corvette c3,excellent,8,gas,manual,rwd,convertible,50k-100k
others,27590,2020,volkswagen,golf gti s hatchback,good,5,gas,other,fwd,sedan,0-20k
las vegas,33590,2018,gmc,acadia slt-2 sport utility,good,5,other,other,fwd,other,20k-50k
boston,31590,2019,others,mx-5 miata rf grand,good,5,gas,other,rwd,other,0-20k
others,10000,2009,chevrolet,suburban 1500,good,8,gas,automatic,4wd,SUV,150k-200k
others,19995,2016,ford,expedition,good,6,gas,automatic,4wd,SUV,100k-150k
others,21518,1994,toyota,truck,good,5,gas,manual,4wd,truck,150k-200k
others,43995,2018,ford,super duty f-250,excellent,8,diesel,automatic,4wd,sedan,50k-100k
others,21518,2006,audi,a4 1.8t convertible 2d,excellent,4,gas,automatic,fwd,convertible,150k-200k
others,26990,2019,volkswagen,jetta gli 35th,good,5,gas,other,fwd,sedan,0-20k
others,19581,2017,ford,f-250 super duty xlt,good,8,other,automatic,4wd,pickup,50k-100k
others,31990,2017,ford,mustang gt coupe 2d,good,8,gas,automatic,rwd,coupe,0-20k
others,21518,2008,honda,civic,like new,4,gas,manual,fwd,coupe,100k-150k
cleveland,10995,2014,ford,escape,good,4,gas,automatic,fwd,SUV,50k-100k
others,32920,2016,toyota,tundra,good,8,gas,automatic,4wd,pickup,100k-150k
colorado springs,19949,2018,subaru,forester,good,4,gas,automatic,4wd,wagon,50k-100k
denver,38000,2015,chevrolet,silverado 3500hd ltz,excellent,6,diesel,automatic,4wd,truck,200k-300k
others,21518,2012,jeep,patriot latitude,like new,5,gas,automatic,4wd,sedan,0-20k
others,11842,2017,volkswagen,jetta,good,4,gas,manual,fwd,sedan,50k-100k
others,7900,2013,nissan,murano,good,5,gas,automatic,4wd,sedan,100k-150k
ft myers / SW florida,7690,2014,others,mirage,good,5,gas,automatic,fwd,hatchback,50k-100k
others,15990,2013,honda,cr-v ex sport utility 4d,good,5,gas,other,4wd,SUV,50k-100k
others,7695,2011,others,cooper hardtop 2dr,excellent,4,gas,automatic,fwd,hatchback,50k-100k
rochester,20795,2018,nissan,rogue sv,like new,4,gas,automatic,4wd,SUV,20k-50k
others,11995,2010,acura,tsx,good,4,gas,automatic,4wd,sedan,100k-150k
south jersey,12899,2014,others,s60,good,5,gas,automatic,fwd,sedan,50k-100k
others,21518,2010,toyota,prius,good,5,hybrid,automatic,4wd,sedan,150k-200k
others,21518,2012,chevrolet,equinox,excellent,4,gas,automatic,4wd,SUV,100k-150k
others,7880,2009,toyota,camry le sedan,excellent,4,gas,automatic,fwd,sedan,150k-200k
columbus,9500,2013,ford,mustang,good,6,gas,automatic,rwd,coupe,100k-150k
others,11910,2012,chrysler,300 limited,excellent,6,gas,automatic,rwd,sedan,50k-100k
others,25000,2008,ford,Scion xB,good,4,gas,automatic,fwd,wagon,0-20k
portland,19581,2014,ram,3500 longhorn limited,good,6,diesel,automatic,4wd,truck,50k-100k
others,11000,2015,others,v60 r design,good,6,gas,automatic,4wd,wagon,100k-150k
others,19581,2017,gmc,acadia,excellent,6,gas,automatic,fwd,SUV,50k-100k
others,21990,2020,volkswagen,golf 1.4t tsi,good,5,gas,other,fwd,sedan,0-20k
others,43500,2017,ram,3500 chassis cab,good,6,diesel,automatic,4wd,sedan,50k-100k
others,7998,2013,volkswagen,passat,good,5,gas,automatic,fwd,sedan,50k-100k
central NJ,7800,2012,kia,sorento lx,good,6,gas,automatic,fwd,SUV,100k-150k
others,9000,2005,chevrolet,silverado 1500,good,8,gas,automatic,4wd,truck,150k-200k
des moines,14995,2006,ford,f-250,excellent,8,diesel,automatic,4wd,truck,150k-200k
others,21518,2010,chrysler,town & country,good,5,gas,automatic,4wd,sedan,100k-150k
others,34000,2017,toyota,tacoma trd sport,good,5,gas,automatic,4wd,sedan,20k-50k
raleigh / durham / CH,17499,2015,toyota,avalon xle premiumsedan,excellent,6,gas,automatic,4wd,sedan,20k-50k
tucson,19581,1990,chevrolet,geo metro,good,3,gas,automatic,4wd,sedan,20k-50k
others,25990,2014,gmc,sierra 1500 regular cab,good,6,gas,other,4wd,pickup,0-20k
chicago,37590,2018,honda,civic type r touring,good,5,gas,other,fwd,sedan,0-20k
others,24590,2017,chevrolet,silverado 1500 regular,good,6,gas,other,4wd,pickup,20k-50k
others,31590,2017,others,qx60 3.5 sport utility,good,5,other,other,4wd,SUV,20k-50k
portland,19581,2020,chevrolet,express 3500 lt,good,8,gas,automatic,rwd,sedan,50k-100k
san diego,31990,2020,toyota,rav4 xle premium sport,good,5,gas,other,fwd,other,0-20k
others,24590,2018,nissan,frontier crew cab pro-4x,good,6,gas,other,4wd,pickup,20k-50k
others,21370,2017,chevrolet,traverse,excellent,6,gas,automatic,4wd,SUV,0-20k
others,44999,2019,ford,f150 xlt 4x4 1/2 ton gas,good,5,gas,automatic,4wd,truck,20k-50k
boston,7995,2015,dodge,dart,good,5,gas,automatic,fwd,sedan,50k-100k
"st louis, MO",12795,2013,ford,flex limited awd,good,6,gas,automatic,4wd,wagon,100k-150k
detroit metro,21518,2013,chrysler,200s,excellent,6,gas,automatic,fwd,sedan,100k-150k
others,7500,2009,honda,cr-v ex,good,4,gas,automatic,4wd,SUV,150k-200k
others,16590,2013,others,mkz sedan 4d,good,5,gas,other,fwd,sedan,50k-100k
others,16492,2016,honda,accord ex l v6 2dr,excellent,6,gas,automatic,fwd,coupe,20k-50k
detroit metro,21518,2009,jeep,patriot sport,good,4,gas,automatic,fwd,sedan,100k-150k
others,19581,2018,jeep,grand cherokee,good,5,gas,automatic,4wd,SUV,20k-50k
long island,27990,2018,jeep,grand cherokee laredo sport,good,5,other,other,4wd,other,20k-50k
others,9295,2013,ford,escape se,good,5,gas,automatic,4wd,sedan,100k-150k
others,45950,2020,others,v60 t5 awd wagon,like new,4,gas,automatic,4wd,wagon,0-20k
others,13900,2014,subaru,outback,like new,4,gas,automatic,4wd,wagon,100k-150k
phoenix,14995,2013,hyundai,sonata,excellent,4,gas,automatic,fwd,sedan,50k-100k
tucson,19581,2004,cadillac,escalade,good,5,other,automatic,4wd,sedan,200k-300k
others,20494,2018,kia,sorento,good,4,gas,automatic,4wd,SUV,50k-100k
columbus,21518,1959,chevrolet,apache,fair,6,gas,manual,rwd,truck,0-20k
atlanta,25000,2014,jeep,grand cherokee overland,excellent,6,gas,automatic,rwd,SUV,50k-100k
others,21518,2011,nissan,altima 2.5 s,excellent,5,gas,automatic,4wd,sedan,100k-150k
others,7885,2012,volkswagen,jetta sedan,good,5,gas,automatic,fwd,sedan,100k-150k
dallas / fort worth,21518,2016,nissan,versa note sv hatchback,good,5,gas,automatic,4wd,sedan,20k-50k
others,32999,2015,ford,f-150,good,8,gas,automatic,4wd,truck,50k-100k
los angeles,27590,2020,ford,fusion plug-in hybrid,good,5,hybrid,other,fwd,sedan,0-20k
"washington, DC",17495,2011,jeep,wrangler unlimited sport,excellent,6,gas,manual,4wd,sedan,100k-150k
others,20590,2013,acura,mdx sport utility 4d,good,6,gas,other,4wd,SUV,50k-100k
others,15989,2017,ford,fusion se,excellent,4,gas,automatic,fwd,sedan,50k-100k
south jersey,19581,1997,honda,prelude,good,4,gas,manual,fwd,coupe,100k-150k
boston,19581,2017,bmw,3 series,good,6,gas,automatic,4wd,sedan,50k-100k
SF bay area,19581,2018,ford,fusion s,good,5,gas,automatic,fwd,sedan,20k-50k
SF bay area,19581,2008,others,vue redline,good,6,gas,automatic,4wd,SUV,200k-300k
others,19581,2014,ford,LEER,like new,0,other,other,4wd,pickup,0-20k
detroit metro,11500,2006,ford,f150,excellent,8,gas,automatic,rwd,pickup,100k-150k
others,9000,2011,nissan,maxima,good,5,gas,automatic,4wd,sedan,50k-100k
north jersey,22000,2004,ford,f550 sd,good,5,diesel,automatic,4wd,truck,200k-300k
others,25500,2016,honda,cr-v,excellent,5,gas,automatic,4wd,SUV,20k-50k
houston,21518,2006,toyota,sequoia,excellent,5,gas,automatic,4wd,SUV,200k-300k
others,27990,2020,ford,ranger supercab xl pickup,good,5,gas,other,4wd,pickup,0-20k
baltimore,30000,2015,ford,mustang,good,5,gas,manual,rwd,sedan,20k-50k
others,38990,2020,acura,rdx advance pkg sport,good,5,gas,other,fwd,SUV,0-20k
others,21518,2009,ford,escape xlt,excellent,4,gas,automatic,fwd,SUV,200k-300k
others,21518,2016,ford,f350 diesel powerstroke 4x4,good,5,diesel,automatic,4wd,truck,20k-50k
cincinnati,15000,2006,ford,Z28,good,8,gas,manual,rwd,hatchback,50k-100k
others,19581,2020,ford,f-150,good,8,other,manual,fwd,other,0-20k
others,19581,2013,ford,Other,good,5,other,other,4wd,other,0-20k
others,21518,2007,toyota,camry le,excellent,4,gas,automatic,fwd,sedan,100k-150k
others,37397,2021,toyota,venza,good,5,gas,automatic,4wd,sedan,0-20k
others,21518,2008,dodge,nitro,good,6,gas,automatic,4wd,SUV,100k-150k
others,21518,1985,ford,chevorlet corvette,good,8,gas,automatic,rwd,coupe,100k-150k
others,21518,2004,others,montana,good,6,gas,automatic,fwd,mini-van,100k-150k
others,19581,2018,jeep,grand cherokee limited,good,5,gas,automatic,4wd,sedan,50k-100k
boston,19581,2020,ford,f-550,good,5,gas,automatic,4wd,other,0-20k
jacksonville,12000,2012,acura,rdx,good,5,gas,automatic,4wd,sedan,100k-150k
rochester,17500,1968,others,skylark custom,good,8,gas,automatic,rwd,coupe,50k-100k
others,30772,2019,chevrolet,express cargo,good,8,gas,automatic,rwd,van,0-20k
others,19581,2003,chrysler,pt cruiser,good,4,gas,automatic,rwd,sedan,0-20k
new york city,41995,2020,dodge,durango,good,5,gas,automatic,4wd,SUV,20k-50k
others,21518,2010,others,g6,fair,5,gas,automatic,4wd,sedan,150k-200k
orange county,19990,2017,others,500 abarth hatchback 2d,good,5,gas,other,fwd,hatchback,0-20k
others,23990,2015,chevrolet,colorado crew cab lt,good,5,other,other,4wd,pickup,50k-100k
columbus,21518,2006,others,s60,excellent,5,gas,automatic,4wd,sedan,150k-200k
stockton,26346,2019,honda,cr-v,good,4,gas,automatic,fwd,SUV,0-20k
others,12999,2014,kia,optima,good,4,gas,automatic,fwd,sedan,50k-100k
others,14988,2009,ford,f-150,like new,8,gas,automatic,4wd,sedan,200k-300k
others,19581,2016,bmw,x6,good,5,gas,automatic,4wd,SUV,50k-100k
others,21518,2007,jeep,liberty sport,good,6,gas,automatic,4wd,sedan,100k-150k
others,30990,2015,toyota,tacoma double cab,good,6,gas,other,4wd,pickup,20k-50k
boston,26990,2017,subaru,wrx sedan 4d,good,5,other,other,4wd,sedan,0-20k
others,21518,2006,others,lucerne,good,6,gas,automatic,fwd,sedan,200k-300k
others,19581,2018,ford,f-350,good,8,diesel,automatic,4wd,truck,150k-200k
others,26990,2014,chevrolet,silverado 1500 crew,good,6,gas,automatic,4wd,pickup,50k-100k
cincinnati,42990,2015,bmw,6 series 650i convertible 2d,good,5,other,other,4wd,convertible,20k-50k
others,19581,2007,honda,civic,good,5,gas,manual,4wd,sedan,200k-300k
others,19581,1995,ford,f150,good,5,gas,automatic,4wd,truck,150k-200k
chicago,19581,2017,kia,sportage ex,good,5,other,automatic,4wd,other,20k-50k
others,21518,2009,others,vibe,good,4,gas,manual,fwd,sedan,150k-200k
chicago,15500,2014,mercedes-benz,glk,excellent,5,gas,automatic,4wd,SUV,100k-150k
others,19590,2017,others,outlander se sport,good,5,other,other,4wd,SUV,50k-100k
others,8500,2010,ford,taurus,good,6,gas,automatic,4wd,sedan,150k-200k
raleigh / durham / CH,21518,2011,ford,escape,excellent,4,gas,automatic,fwd,SUV,100k-150k
others,24473,2019,hyundai,santa fe,good,4,gas,automatic,fwd,SUV,0-20k
south florida,10991,2009,others,fx 35,excellent,6,gas,automatic,rwd,SUV,100k-150k
others,22590,2018,gmc,terrain sle sport utility 4d,good,5,gas,other,fwd,other,20k-50k
others,15972,1972,ford,OLDSMOBILE COUPE,good,5,gas,automatic,4wd,other,100k-150k
others,32990,2017,audi,a6 competition sedan 4d,good,6,gas,automatic,4wd,sedan,50k-100k
milwaukee,21518,2005,bmw,x5,excellent,6,gas,automatic,rwd,truck,150k-200k
ft myers / SW florida,7500,2002,ford,f-150,good,8,gas,automatic,4wd,sedan,150k-200k
los angeles,47000,2015,chevrolet,ss,excellent,8,gas,automatic,rwd,sedan,20k-50k
atlanta,13992,2017,others,mazda3,good,4,gas,automatic,fwd,sedan,50k-100k
others,15989,2013,ford,e-350sd,good,5,gas,automatic,rwd,truck,150k-200k
dallas / fort worth,12999,2015,hyundai,sonata,good,5,gas,automatic,4wd,other,50k-100k
others,38990,2020,audi,q5 45 tfsi premium plus,good,5,gas,other,4wd,SUV,0-20k
others,23995,2012,ford,f150 supercrew cab,good,6,gas,automatic,4wd,pickup,100k-150k
others,10299,2014,ford,fusion,good,4,gas,automatic,4wd,sedan,100k-150k
boston,15999,2013,ford,2013,like new,5,gas,automatic,4wd,sedan,100k-150k
others,19581,2018,dodge,durango sxt,good,5,gas,automatic,4wd,sedan,20k-50k
others,21518,2020,ram,1500 laramie 4x4 gas,good,5,gas,automatic,4wd,truck,0-20k
others,38990,2019,toyota,tundra crewmax sr5 pickup,good,8,gas,other,4wd,pickup,0-20k
orlando,24888,2019,nissan,rogue,good,5,gas,automatic,4wd,SUV,20k-50k
others,21900,2017,ford,explorer limited automatic,good,5,gas,automatic,4wd,SUV,100k-150k
south jersey,32750,2017,mercedes-benz,glc 300 4matic,excellent,4,gas,automatic,4wd,sedan,20k-50k
boston,21518,2015,ford,fiesta,excellent,4,gas,manual,fwd,hatchback,50k-100k
rochester,26995,2017,gmc,savana cargo van,good,8,other,automatic,rwd,van,20k-50k
others,27990,2018,others,romeo giulia sedan 4d,good,5,gas,other,4wd,sedan,20k-50k
denver,24337,2016,chevrolet,silverado lt 1500 cr,good,5,gas,automatic,4wd,sedan,100k-150k
others,19900,2015,jeep,cherokee,good,5,gas,automatic,4wd,SUV,50k-100k
cleveland,7500,2009,bmw,328 xi coupe,good,5,gas,automatic,4wd,coupe,150k-200k
others,14995,2014,nissan,pathfinder sv 4wd,good,5,gas,other,4wd,sedan,50k-100k
others,42999,2020,dodge,durango rt awd gas suv,good,5,gas,automatic,4wd,SUV,20k-50k
others,19581,2001,chevrolet,blazer,good,6,gas,automatic,4wd,SUV,150k-200k
others,21518,2000,others,miata,good,5,gas,manual,4wd,sedan,100k-150k
others,14490,2017,chevrolet,malibu,excellent,4,gas,automatic,fwd,sedan,50k-100k
grand rapids,15999,2016,ford,escape titanium,good,4,gas,automatic,4wd,SUV,20k-50k
others,21518,2005,others,s80,excellent,5,gas,automatic,fwd,sedan,100k-150k
las vegas,8495,2013,chevrolet,equinox lt,like new,4,gas,automatic,4wd,sedan,100k-150k
others,21518,2011,chevrolet,impala,good,5,gas,automatic,4wd,sedan,50k-100k
others,33990,2020,others,qx50 luxe sport utility,good,5,other,other,4wd,hatchback,0-20k
others,7335,2014,ford,fusion se 4dr sedan,like new,6,gas,automatic,4wd,sedan,50k-100k
others,19581,2002,ford,ranger xlt 4x4,fair,6,gas,automatic,4wd,pickup,200k-300k
others,38590,2011,mercedes-benz,sl-class sl 550,good,5,other,other,4wd,convertible,20k-50k
others,28590,2017,others,enclave leather sport,good,5,other,other,4wd,SUV,20k-50k
others,12995,2013,volkswagen,gti,excellent,5,gas,automatic,fwd,hatchback,50k-100k
others,19581,2018,honda,civic,good,5,gas,automatic,fwd,sedan,20k-50k
others,20500,2018,honda,accord,good,4,gas,automatic,fwd,sedan,50k-100k
others,19581,2020,chevrolet,corvette stingray,good,8,gas,manual,4wd,coupe,0-20k
others,19581,2015,mercedes-benz,m-class,good,6,gas,automatic,4wd,SUV,50k-100k
others,8490,2014,toyota,corolla,good,5,gas,automatic,fwd,sedan,150k-200k
denver,45337,2020,ram,1500,good,5,gas,automatic,4wd,truck,20k-50k
others,39999,2017,toyota,tundra sr5 4x4 1/2 ton,good,5,gas,automatic,4wd,truck,20k-50k
others,7995,2009,honda,accord lx,good,5,gas,automatic,4wd,sedan,100k-150k
others,21518,2008,ford,explorer xlt 4x4,fair,6,gas,automatic,4wd,SUV,100k-150k
others,11995,2007,gmc,yukon,excellent,5,gas,automatic,4wd,SUV,200k-300k
others,14850,2013,acura,rdx tech pkg,like new,6,gas,automatic,4wd,sedan,50k-100k
ft myers / SW florida,32590,2020,lexus,is 300 sedan 4d,good,5,gas,other,rwd,sedan,0-20k
rochester,21518,2009,audi,a4,good,5,gas,automatic,4wd,sedan,100k-150k
others,21518,2008,toyota,sienna le,excellent,5,gas,automatic,fwd,mini-van,150k-200k
others,21518,2000,ford,excursion,excellent,8,diesel,automatic,4wd,SUV,300k-400k
sacramento,7800,2008,ford,Sedan............,like new,6,gas,automatic,4wd,sedan,50k-100k
long island,20700,2011,jeep,wrangler unlimited,excellent,6,gas,automatic,4wd,wagon,100k-150k
"st louis, MO",23990,2019,hyundai,santa fe 2.4 se sport,good,5,gas,other,4wd,other,0-20k
chicago,23990,2017,others,124 spider lusso,good,5,gas,other,rwd,other,0-20k
others,21518,1992,honda,civic vx,excellent,5,gas,manual,4wd,sedan,100k-150k
others,24995,2019,honda,accord,good,5,other,automatic,fwd,sedan,20k-50k
others,19581,2013,mercedes-benz,m-class,good,6,gas,automatic,rwd,SUV,50k-100k
stockton,14838,2013,nissan,nv 1500,good,6,gas,automatic,rwd,van,100k-150k
others,7995,2016,kia,soul,good,4,gas,automatic,fwd,wagon,50k-100k
oklahoma city,8500,2008,lexus,rx 350,excellent,6,gas,automatic,fwd,SUV,150k-200k
others,22900,2014,ford,f-150,good,6,gas,automatic,4wd,truck,20k-50k
detroit metro,19581,1998,others,sunfire se convertible,good,4,gas,automatic,fwd,sedan,100k-150k
seattle-tacoma,8995,2003,nissan,pathfinder,good,6,gas,automatic,4wd,SUV,100k-150k
others,14990,2014,nissan,frontier,good,6,gas,automatic,rwd,truck,100k-150k
others,33590,2017,cadillac,xt5 platinum sport,good,6,gas,other,4wd,other,20k-50k
others,10995,2017,ford,escape,good,4,gas,automatic,4wd,sedan,100k-150k
stockton,25995,2015,toyota,tacoma,good,5,gas,automatic,fwd,pickup,50k-100k
columbus,29699,2015,jeep,wrangler unlimited,good,6,gas,automatic,4wd,SUV,50k-100k
des moines,13988,2012,ford,explorer,good,5,gas,automatic,4wd,sedan,100k-150k
los angeles,20995,2010,toyota,tundra,good,8,gas,automatic,rwd,truck,150k-200k
others,15590,2016,ford,Scion iM Hatchback 4D,good,5,gas,other,fwd,hatchback,20k-50k
others,43990,2020,others,enclave premium sport,good,5,other,other,4wd,other,0-20k
tucson,21518,2006,hyundai,sonata,good,6,gas,automatic,fwd,sedan,100k-150k
others,8900,2008,ford,expedition,good,5,gas,automatic,4wd,sedan,100k-150k
others,38990,2020,audi,q5 45 tfsi premium plus,good,5,gas,other,4wd,SUV,0-20k
others,9998,2009,ford,fusion,good,5,gas,automatic,fwd,sedan,100k-150k
others,19990,2020,others,outlander sport es,good,5,other,other,4wd,hatchback,0-20k
north jersey,14995,2017,honda,accord,good,5,gas,automatic,fwd,sedan,50k-100k
others,19581,1997,honda,accord,fair,4,gas,manual,4wd,sedan,300k-400k
others,13495,2003,chevrolet,silverado,excellent,8,gas,automatic,4wd,pickup,50k-100k
columbus,19581,2020,chevrolet,corvette,good,8,gas,other,rwd,coupe,0-20k
others,27590,2018,others,romeo giulia sedan 4d,good,5,gas,other,4wd,sedan,0-20k
others,41983,2017,ford,f-350,good,5,gas,automatic,4wd,truck,20k-50k
others,21518,2010,others,outlander,excellent,6,gas,automatic,fwd,sedan,100k-150k
others,10800,2011,gmc,2500 hd,good,5,gas,automatic,4wd,truck,200k-300k
others,21518,2002,hyundai,santa fe,good,5,gas,automatic,4wd,sedan,100k-150k
others,25990,2013,toyota,tundra crewmax pickup 4d,good,8,gas,other,4wd,pickup,50k-100k
others,21518,2005,gmc,envoy slt,good,6,gas,automatic,4wd,sedan,150k-200k
others,19581,2018,audi,a5,good,5,gas,automatic,4wd,hatchback,50k-100k
south florida,21518,2011,toyota,camry le,excellent,4,gas,automatic,fwd,sedan,150k-200k
others,13990,2015,toyota,venza,good,5,gas,automatic,4wd,wagon,100k-150k
others,21518,2009,subaru,legacy limited,like new,4,gas,automatic,4wd,sedan,100k-150k
boston,39000,1939,chevrolet,f-150,good,5,gas,automatic,4wd,sedan,20k-50k
others,19990,2017,dodge,journey gt sport utility,good,6,gas,other,4wd,SUV,20k-50k
others,11995,2015,chevrolet,impala limited,good,5,gas,automatic,fwd,sedan,50k-100k
others,35590,2018,others,e-pace p250 se sport,good,5,other,other,4wd,other,0-20k
others,8990,2012,nissan,rogue,good,4,gas,automatic,4wd,SUV,100k-150k
columbus,21518,2008,bmw,x3,good,5,gas,automatic,4wd,sedan,150k-200k
others,7500,2011,ford,f150,excellent,6,gas,automatic,rwd,pickup,100k-150k
others,19581,1995,gmc,yukon,fair,8,gas,automatic,4wd,SUV,150k-200k
colorado springs,19699,2017,chevrolet,impala,good,4,gas,automatic,fwd,sedan,20k-50k
others,11900,1997,ford,mustang cobra,good,5,gas,automatic,4wd,sedan,100k-150k
others,24590,2018,volkswagen,tiguan 2.0t sel sport,good,5,gas,other,fwd,other,20k-50k
others,7990,2006,chevrolet,trailblazer ls 4x4,excellent,6,gas,automatic,4wd,SUV,100k-150k
others,17388,2017,subaru,legacy,excellent,4,gas,automatic,4wd,sedan,100k-150k
others,30987,2019,toyota,highlander,good,5,gas,automatic,fwd,sedan,20k-50k
others,12988,2017,jeep,patriot latitude,good,4,gas,automatic,fwd,other,100k-150k
others,19995,2014,cadillac,cts sedan,excellent,4,gas,automatic,rwd,sedan,50k-100k
others,32590,2020,ford,Genesis G70 2.0T Sedan 4D,good,5,other,other,4wd,sedan,0-20k
others,11900,2018,ford,focus,like new,3,gas,automatic,4wd,sedan,0-20k
oklahoma city,19581,2008,others,m35,excellent,6,gas,automatic,4wd,sedan,100k-150k
others,42999,2016,chevrolet,silverado 3500hd ltz,good,8,diesel,automatic,4wd,truck,150k-200k
others,19581,2019,hyundai,santa fe,like new,4,gas,automatic,4wd,SUV,20k-50k
